NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,SOURCE,WEBSITE,OWNER,BEDS,HELIPAD
MARY BRIDGE CHILDREN'S HOSPITAL AND HEALTH CENTER,311 SOUTH L STREET,TACOMA,WA,98405,NOT AVAILABLE,(253) 403-1400,CHILDREN,OPEN,72,PIERCE,USA,47.259811348,-122.452867766,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,www.multicare.org/marybridge,NON-PROFIT,72,Y
THE CHILDREN'S CENTER,6800 NW 39TH EXPRESSWAY,BETHANY,OK,73008,NOT AVAILABLE,(405) 789-6711,CHILDREN,OPEN,120,OKLAHOMA,USA,35.510439631,-97.633363901,https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://www.thechildrens-center.org,NON-PROFIT,120,N
CHILDREN'S HOSPITAL OF SAN ANTONIO,333 NORTH SANTA ROSA STREET,SAN ANTONIO,TX,78207,3198,(210) 704-3907,CHILDREN,OPEN,652,BEXAR,USA,29.428037307,-98.498375808,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.chofsa.org/,NON-PROFIT,652,Y
ST. JOSEPH'S CHILDREN'S HOSPITAL,3001 W DR. MLK JR BLVD,TAMPA,FL,33607,NOT AVAILABLE,(813) 554-8500,CHILDREN,OPEN,-999,HILLSBOROUGH,USA,27.982503269,-82.490662072,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,https://baycare.org/sjch,NON-PROFIT,-999,Y
CHILDREN'S HOSPITAL COLORADO,13123 EAST 16TH AVENUE,AURORA,CO,80045,NOT AVAILABLE,(720) 777-1234,CHILDREN,OPEN,444,ADAMS,USA,39.742180067,-104.834457589,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,NOT AVAILABLE,NOT AVAILABLE,444,Y
CHILDREN'S HOSPITAL OF MICHIGAN,3901 BEAUBIEN,DETROIT,MI,48201,NOT AVAILABLE,NOT AVAILABLE,CHILDREN,OPEN,228,WAYNE,USA,42.351435492,-83.054749993,https://w2.lara.state.mi.us/VAL/License/Search,http://www.chmkids.org,PROPRIETARY,228,N
SHRINERS HOSPITAL FOR CHILDREN,4400 CLAYTON AVE,ST. LOUIS,MO,63110,NOT AVAILABLE,(314) 432-3600,CHILDREN,OPEN,12,ST. LOUIS,USA,38.632222175,-90.258139534,http://health.mo.gov/safety/healthservregs/directories.php,http://www.shrinershospitalsforchildren.org/,NON-PROFIT,12,N
BOYS TOWN NATIONAL RESEARCH HOSPITAL - WEST,14000 BOYS TOWN HOSPITAL RD,BOYS TOWN,NE,68010,NOT AVAILABLE,(402) 778-6000,CHILDREN,OPEN,36,DOUGLAS,USA,41.249994717,-96.133022576,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,http://www.boystownhospital.org/Pages/default.aspx,NON-PROFIT,36,N
CHILDREN'S HOSPITAL & MEDICAL CENTER,8200 DODGE ST,OMAHA,NE,68114,NOT AVAILABLE,(402) 955-5400,CHILDREN,OPEN,145,DOUGLAS,USA,41.260936484,-96.042255907,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,http://www.childrensomaha.org,NON-PROFIT,145,Y
HUNTSVILLE HOSPITAL WOMEN & CHILDREN-ER,245 GOVERNORS DR SE,HUNTSVILLE,AL,35801,NOT AVAILABLE,(256) 265-8133,CHILDREN,OPEN,-999,MADISON,USA,34.720051517,-86.574688699,http://dph1.adph.state.al.us/FacilitiesDirectory,http://www.huntsvillehospital.org/womenchildren/,NOT AVAILABLE,-999,Y
GORYEB CHILDRENS CENTER,100 MADISON AVENUE,MORRISTOWN,NJ,7960,NOT AVAILABLE,(973) 971-6701,CHILDREN,OPEN,-999,MORRIS,USA,40.788937173,-74.466203346,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.atlantichealth.org/goryeb/,NON-PROFIT,-999,Y
ST JOSEPH'S CHILDREN'S HOME,"SOUTH 82240, 1419 MAIN ST",TORRINGTON,WY,82240,NOT AVAILABLE,(307) 532-4197,PSYCHIATRIC,OPEN,-999,GOSHEN,USA,42.059068625,-104.182849628,https://health.wyo.gov/aging/hls/healthcare-facility-directory/,http://www.stjoseph-wy.org/,NON-PROFIT,-999,N
CHILDREN'S HOSPITAL MC - COLLEGE HILL,5642 HAMILTON AVENUE,CINCINNATI,OH,45224,NOT AVAILABLE,(513) 636-4200,PSYCHIATRIC,OPEN,74,HAMILTON,USA,39.192633944,-84.543876448,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://www.cincinnatichildrens.org/service/p/psychiatry/programs,NON-PROFIT,74,N
DESERT WILLOW TREATMENT CENTER,6171 WEST CHARLESTON BOULEVARD,LAS VEGAS,NV,89146,NOT AVAILABLE,(702) 486-8900,PSYCHIATRIC,OPEN,58,CLARK,USA,36.156619072,-115.228960592,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,http://dcfs.nv.gov/Programs/CMH/Resident-day-treatment-svcs/,GOVERNMENT - STATE,58,N
KILBARCHAN RESIDENTIAL TREATMENT CENTER,81 EAST 39TH STREET,PATERSON,NJ,7514,NOT AVAILABLE,(973) 278-1465,CHILDREN,OPEN,-999,PASSAIC,USA,40.919107571,-74.135400514,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,NOT AVAILABLE,NOT AVAILABLE,-999,N
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER AT LINDNER CENTER,4075 OLD WESTERN ROW ROAD,MASON,OH,45040,NOT AVAILABLE,(513) 636-4200,PSYCHIATRIC,OPEN,16,WARREN,USA,39.331130477,-84.295407221,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://www.cincinnatichildrens.org/service/p/psychiatry/,NON-PROFIT,16,N
UNM CHILDREN'S PSYCHIATRIC CENTER,1001 YALE BLVD NE,ALBUQUERQUE,NM,87106,NOT AVAILABLE,(505) 272-2890,CHILDREN,OPEN,35,BERNALILLO,USA,35.092710482,-106.6215342,http://providersearch.health.state.nm.us/,http://hospitals.unm.edu/cpc/,GOVERNMENT - STATE,35,N
EWING RESIDENTIAL CENTER,1610 STUYVESANT AVENUE,TRENTON,NJ,8618,NOT AVAILABLE,(609) 530-3350,CHILDREN,CLOSED,30,MERCER,USA,40.247340944,-74.799838946,https://njgin.state.nj.us/oit/gis/download/hsip_hospitals.zip,NOT AVAILABLE,GOVERNMENT - STATE,30,N
WOMEN AND CHILDREN'S HOSPITAL OF BUFFALO,219 BRYANT STREET,BUFFALO,NY,14222,NOT AVAILABLE,(716) 878-7000,CHILDREN,OPEN,200,ERIE,USA,42.909208509,-78.875209015,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.kaleidahealth.org/Childrens/,NON-PROFIT,200,Y
PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,3 RANDOLPH STREET,CANTON,MA,2021,NOT AVAILABLE,(781) 828-2440,CHILDREN,OPEN,-999,NORFOLK,USA,42.175990535,-71.125256259,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/mass-hospital-school.html,GOVERNMENT - STATE,-999,N
CHILDRENS SPECIALIZED HOSPITAL,150 NEW PROVIDENCE ROAD,MOUNTAINSIDE,NJ,7092,NOT AVAILABLE,(888) 244-5373,CHILDREN,OPEN,60,UNION,USA,40.6697668,-74.353909903,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.childrens-specialized.org/Locations/Mountainside.aspx,NON-PROFIT,60,N
WEISMAN CHILDRENS REHABILITATION HOSPITAL,92 BRICK ROAD,MARLTON,NJ,8053,NOT AVAILABLE,(856) 489-4520,CHILDREN,OPEN,18,BURLINGTON,USA,39.883095023,-74.918054591,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.weismanchildrens.com,PROPRIETARY,18,N
CHILDREN'S SPECIALIZED HOSPITAL,200 SOMERSET STREET,NEW BRUNSWICK,NJ,8901,NOT AVAILABLE,(732) 258-7050,CHILDREN,OPEN,68,MIDDLESEX,USA,40.494825098,-74.451690392,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.childrens-specialized.org,PROPRIETARY,68,Y
ANN & ROBERT H LURIE CHILDREN'S HOSPITAL OF CHICAGO,225 EAST CHICAGO AVENUE,CHICAGO,IL,60611,NOT AVAILABLE,(312) 227-4000,CHILDREN,OPEN,-999,COOK,USA,41.896450479,-87.621718517,https://data.illinois.gov/,NOT AVAILABLE,NOT AVAILABLE,-999,Y
NATIONWIDE CHILDREN'S HOSPITAL,700 CHILDREN'S DRIVE,COLUMBUS,OH,43205,NOT AVAILABLE,(614) 355-0802,CHILDREN,OPEN,468,FRANKLIN,USA,39.95251412,-82.979524043,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.nationwidechildrens.org/,NON-PROFIT,468,Y
RAINBOW BABIES AND CHILDRENS HOSPITAL,11100 EUCLID AVENUE,CLEVELAND,OH,44106,NOT AVAILABLE,(216) 844-1000,CHILDREN,OPEN,-999,CUYAHOGA,USA,41.507561206,-81.605813744,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.uhhospitals.org/rainbow,NON-PROFIT,-999,Y
SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,3229 BURNETT AVENUE,CINCINNATI,OH,45229,NOT AVAILABLE,(513) 872-6317,CHILDREN,OPEN,30,HAMILTON,USA,39.137267881,-84.501273967,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://shrinershospitalcincinnati.org/,NON-PROFIT,30,Y
DAYTON CHILDREN'S HOSPITAL,ONE CHILDRENS PLAZA,DAYTON,OH,45404,NOT AVAILABLE,(937) 641-3300,CHILDREN,OPEN,155,MONTGOMERY,USA,39.774242487,-84.168027334,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.childrensdayton.org/cms/home/index.html,NON-PROFIT,155,Y
CHILDRENS HOME OF PITTSBURGH,5324 PENN AVENUE,PITTSBURGH,PA,15224,NOT AVAILABLE,(412) 441-4884,CHILDREN,OPEN,28,ALLEGHENY,USA,40.464233614,-79.937371662,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.childrenshomepgh.org,NON-PROFIT,28,N
CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,"2801 MARTIN LUTHER KING, JR DRIVE",CLEVELAND,OH,44104,NOT AVAILABLE,(216) 448-6440,CHILDREN,OPEN,52,CUYAHOGA,USA,41.483056753,-81.607779934,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://my.clevelandclinic.org/childrens-hospital/specialties-services/therapy-rehab,NON-PROFIT,52,N
HOSPITAL FOR SICK CHILDREN,"1731 BUNKER HILL ROAD, NE",WASHINGTON,DC,20017,NOT AVAILABLE,(202) 832-4400,CHILDREN,OPEN,130,DISTRICT OF COLUMBIA,USA,38.941163937,-76.980844803,http://doh.dc.gov/node/173192,NOT AVAILABLE,NOT AVAILABLE,130,N
AKRON CHILDREN'S HOSPITAL,214 W BOWERY ST,AKRON,OH,44308,NOT AVAILABLE,(330) 543-2890,CHILDREN,OPEN,297,SUMMIT,USA,41.079322093,-81.525285347,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://www.akronchildrens.org/cms/home/index.html,NON-PROFIT,297,Y
AKRON CHILDREN'S HOSP BEEGHLY,6505 MARKET ST,BOARDMAN,OH,44512,NOT AVAILABLE,(330) 543-8290,CHILDREN,OPEN,43,MAHONING,USA,41.032554836,-80.660481042,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://www.akronchildrens.org/cms/fad_locations/beeghly_campus/,NON-PROFIT,43,Y
CHILDREN'S HOSPITAL MEDICAL CENTER,3333 BURNET AVENUE,CINCINNATI,OH,45229,NOT AVAILABLE,(513) 636-4200,CHILDREN,OPEN,501,HAMILTON,USA,39.140906365,-84.502358185,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,https://www.cincinnatichildrens.org,NON-PROFIT,501,Y
NEMOURS CHILDREN'S HOSPITAL,13535 NEMOURS PKWY,ORLANDO,FL,32827,NOT AVAILABLE,(407) 567-4000,GENERAL ACUTE CARE,OPEN,100,ORANGE,USA,28.376799585,-81.273638956,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.NEMOURS.ORG/ABOUT/LOCATION/NCHORLANDO.HTML,NOT AVAILABLE,100,Y
CINCINNATI CHILDREN'S LIBERTY,7777 YANKEE RD,MIDDLETOWN,OH,45044,NOT AVAILABLE,(513) 636-4200,CHILDREN,OPEN,42,BUTLER,USA,39.376577246,-84.367944093,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.cincinnatichildrens.org/,NON-PROFIT,42,Y
RILEY HOSPITAL FOR CHILDREN,705 RILEY HOSPITAL DR,INDIANAPOLIS,IN,46202,NOT AVAILABLE,(317) 944-5000,CHILDREN,OPEN,-999,MARION,USA,39.777107743,-86.180276463,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://iuhealth.org/riley/,NOT AVAILABLE,-999,Y
WOLFSON CHILDREN'S HOSPITAL - JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,NOT AVAILABLE,(904) 202-8000,CHILDREN,OPEN,-999,DUVAL,USA,30.315392491,-81.663317272,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,HTTP://WWW.WOLFSONCHILDRENS.ORG/PAGES/DEFAULT.ASPX,NOT AVAILABLE,212,Y
CHILDRENS SPECIALIZED HOSPITAL AT TOMS RIVER,94 STEVENS ROAD,TOMS RIVER,NJ,8755,NOT AVAILABLE,(732) 914-1100,CHILDREN,OPEN,30,OCEAN,USA,40.009907655,-74.221711117,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,http://www.childrens-specialized.org/,NON-PROFIT,30,N
TEWKSBURY HOSPITAL,365 EAST STREET,TEWKSBURY,MA,1876,NOT AVAILABLE,(978) 851-7321,CHRONIC DISEASE,OPEN,675,MIDDLESEX,USA,42.607074197,-71.218223198,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/tewksbury-hospital.html,GOVERNMENT - STATE,675,N
BROWN MEMORIAL CONVALESCENT CENTER,545 COOK STREET,ROYSTON,GA,30662,NOT AVAILABLE,(706) 245-1900,LONG TERM CARE,CLOSED,144,FRANKLIN,USA,34.283250365,-83.118972365,http://167.193.144.247/,http://tycobbhealthcare.com/ProgramsServices/LongTermCare/BrownMemorialConvalescentCenter.aspx,PROPRIETARY,144,N
NORMAN SPECIALTY HOSPITAL,1210 WEST ROBINSON STREET,NORMAN,OK,73069,NOT AVAILABLE,(405) 321-8824,LONG TERM CARE,CLOSED,50,CLEVELAND,USA,35.232359895,-97.460152335,https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://www.normanspecialtyhospital.com,PROPRIETARY,50,N
ATRIUM MEDICAL CENTER AT CORINTH,3305 CORINTH PARKWAY,CORINTH,TX,78465,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,40,DENTON,USA,33.153661527,-97.056674472,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.atriumhealthcare.net,PROPRIETARY,40,N
ALLEGIANCE HEALTH CENTER PERMIAN BASIN,207 TRADEWINDS BOULEVARD,MIDLAND,TX,79706,NOT AVAILABLE,(432) 699-3215,LONG TERM CARE,CLOSED,48,MIDLAND,USA,31.981713667,-102.15437099,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.ahmgt.com/,PROPRIETARY,48,N
SELECT SPECIALTY HOSPITAL - ATLANTA,"550 PEACHTREE STREET, NE",ATLANTA,GA,30308,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,30,FULTON,USA,33.769319879,-84.38555362,http://167.193.144.247/,http://www.selectspecialtyhospitals.com/company/locations/atlanta.aspx,PROPRIETARY,30,Y
ACUITY SPECIALTY HOSPITAL OF ARIZONA AT MESA,215 SOUTH POWER ROAD,MESA,AZ,85206,NOT AVAILABLE,(480) 985-6992,LONG TERM CARE,CLOSED,-999,MARICOPA,USA,33.41188487,-111.681912268,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,-999,N
SELECT SPECIALTY HOSPITAL - KNOXVILLE (UT MEDICAL CENTER),1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,NOT AVAILABLE,(865) 541-2615,LONG TERM CARE,OPEN,-999,KNOX,USA,35.939001815,-83.944383815,http://tnmap.state.tn.us/portal/metadata.asp,www.selectspecialtyhospitals.com,PROPRIETARY,-999,Y
SELECT SPECIALTY HOSPITAL - OAK HILL,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,NOT AVAILABLE,(865) 545-7370,LONG TERM CARE,CLOSED,33,KNOX,USA,35.991366363,-83.926603604,http://tnmap.state.tn.us/portal/metadata.asp,http://northknoxville.selectspecialtyhospitals.com/,PROPRIETARY,33,Y
BAYLOR SPECIALTY HOSPITAL,3504 SWISS AVENUE,DALLAS,TX,75204,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,68,DALLAS,USA,32.791823164,-96.781607511,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.baylorhealth.com/PhysiciansLocations/Dallas/VisitorsGuide/MapsLocations/Pages/BaylorSpecialtyHospital.aspx,NON-PROFIT,68,N
GRACE HOSPITAL AT FAIRVIEW,18101 LORAIN AVENUE,CLEVELAND,OH,44111,NOT AVAILABLE,(216) 456-3880,LONG TERM CARE,OPEN,29,CUYAHOGA,USA,41.450244644,-81.824139117,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://www.gracehospital.org/,NON-PROFIT,29,Y
REGENCY HOSPITAL OF AKRON,"155 FIFTH STREET, NE",BARBERTON,OH,44203,NOT AVAILABLE,(717) 975-4503,LONG TERM CARE,OPEN,45,SUMMIT,USA,41.014583541,-81.589116796,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,http://barberton.regencyhospital.com/,PROPRIETARY,45,Y
KINDRED HOSPITAL ARIZONA - SCOTTSDALE,11250 NORTH 92ND STREET,SCOTTSDALE,AZ,85260,NOT AVAILABLE,(480) 391-4040,LONG TERM CARE,CLOSED,62,MARICOPA,USA,33.587592102,-111.883449988,http://www.azdhs.gov/plan/crr/cr/uar_docs/2011_HOSPITAL_UAR.xls,http://www.selectspecialtyhospitals.com/company/locations/scottsdal e.aspx,PROPRIETARY,62,N
KINDRED HOSPITAL EAST HOUSTON,15101 EAST FREEWAY,CHANNELVIEW,TX,77530,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,83,HARRIS,USA,29.774553764,-95.144655783,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,http://www.kheasthouston.com,PROPRIETARY,83,N
REGENCY HOSPITAL OF FORT WORTH,6801 OAKMONT BOULEVARD,FORT WORTH,TX,76132,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,44,TARRANT,USA,32.662032544,-97.414232688,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.regencyhospital.com,PROPRIETARY,44,N
KINDRED HOSPITAL NORTH HOUSTON,7407 NORTH FREEWAY,HOUSTON,TX,77076,2999,NOT AVAILABLE,LONG TERM CARE,CLOSED,-999,HARRIS,USA,29.867380186,-95.40800378,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,www.khnorthhouston.com,PROPRIETARY,-999,N
KINDRED HOSPITAL TOWN & COUNTRY,1120 BUSINESS CENTER DRIVE,HOUSTON,TX,77043,NOT AVAILABLE,(281) 275-6000,LONG TERM CARE,OPEN,66,HARRIS,USA,29.789354418,-95.566875648,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.khtownandcountry.com/,PROPRIETARY,66,N
SELECT SPECIALTY HOSPITAL,"10000 TELEGRAPH ROAD, 2ND FLOOR",TAYLOR,MI,48180,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,40,WAYNE,USA,42.235169201,-83.275340169,"http://www.michigan.gov/lara/0,4601,7-154-35299_63294_63302---,00.html",downriver.selectspecialtyhospitals.com,PROPRIETARY,40,Y
TULSA-AMG SPECIALTY HOSPITAL,"2408 E. 81ST STREET, STE. 2800",TULSA,OK,74137,NOT AVAILABLE,(918) 710-3620,LONG TERM CARE,CLOSED,40,TULSA,USA,36.043225328,-95.953196981,https://www.ok.gov/health/Protective_Health/Medical_Facilities_Service/,http://amgoftulsa.com/,PROPRIETARY,40,Y
KINDRED HOSPITAL BAYTOWN,"1700 JAMES BOWIE DRIVE, 3RD FLOOR",BAYTOWN,TX,77520,NOT AVAILABLE,(281) 420-7800,LONG TERM CARE,CLOSED,31,HARRIS,USA,29.747667804,-94.94611927,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.khbayareahouston.com/,PROPRIETARY,31,Y
CHRISTUS DUBUIS HOSPITAL OF PORT ARTHUR,"3600 GATES BLVD, 3RD FLOOR",PORT ARTHUR,TX,77643,NOT AVAILABLE,(409) 989-5300,LONG TERM CARE,CLOSED,15,JEFFERSON,USA,29.909710213,-93.923892557,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://www.christusdubuis.org/BeaumontandPortArthurSystem-CHRISTUSDubuisHospitalofBeaumont,NON-PROFIT,15,N
GREENWOOD AMG SPECIALTY HOSPITAL,"1401 RIVER ROAD, SECOND FLOOR",GREENWOOD,MS,38930,NOT AVAILABLE,(662) 451-5172,LONG TERM CARE,CLOSED,40,LEFLORE,USA,33.517749749,-90.199459101,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://www.amgihm.com/location/amg-specialty-hospital-greenwood,PROPRIETARY,40,Y
KINDRED HOSPITAL - LAS VEGAS AT DESERT SPRINGS HOS,"2075 EAST FLAMINGO ROAD, FIFTH FLOOR",LAS VEGAS,NV,89119,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,-999,CLARK,USA,36.113543689,-115.125669276,http://dpbh.nv.gov/,NOT AVAILABLE,NOT AVAILABLE,-999,N
SELECT SPECIALTY HOSPITAL - SOUTH DALLAS,"3500 WEST WHEATLAND ROAD, 4TH FLOOR",DALLAS,TX,75237,3460,(972) 298-4860,LONG TERM CARE,CLOSED,69,DALLAS,USA,32.646029107,-96.876613536,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,http://southdallas.selectspecialtyhospitals.com/,PROPRIETARY,69,Y
REGENCY HOSPITAL OF JACKSON,"969 LAKELAND DRIVE, 6TH FLOOR",JACKSON,MS,39216,NOT AVAILABLE,(601) 364-6200,LONG TERM CARE,CLOSED,36,HINDS,USA,32.332626034,-90.164060438,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,http://www.regencyhospital.com,PROPRIETARY,36,Y
SELECT SPECIALTY HOSPITAL - GRAND RAPIDS,"200 SE JEFFERSON, 5TH FLOOR",GRAND RAPIDS,MI,49503,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,20,KENT,USA,42.958141311,-85.662583018,https://w2.lara.state.mi.us/VAL/License/Search,http://www.selectmedicalcorp.com,PROPRIETARY,20,Y
KINDRED HOSPITAL - DELAWARE COUNTY,"1500 LANSDOWNE AVENUE, 6TH FLOOR MSB",DARBY,PA,19023,NOT AVAILABLE,(610) 237-4660,LONG TERM CARE,CLOSED,39,DELAWARE,USA,39.924734456,-75.26764194,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=909,www.kindreddelco.com,PROPRIETARY,39,N
ACUITY SPECIALTY OHIO VALLEY,"380 SUMMIT AVENUE, 3RD FLOOR",STEUBENVILLE,OH,43952,NOT AVAILABLE,(740) 283-4799,LONG TERM CARE,CLOSED,24,JEFFERSON,USA,40.35506885,-80.625591309,http://publicapps.odh.ohio.gov/EID/Default.aspx,http://steubenville.acuityhealthcare.ccgproof.com/,PROPRIETARY,24,N
BOGALUSA - AMG SPECIALTY HOSPITAL,621 COLUMBIA ST,BOGALUSA,LA,70427,NOT AVAILABLE,(985) 732-4402,LONG TERM CARE,CLOSED,20,WASHINGTON,USA,30.771481972,-89.853590848,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.amgbogalusa.com/,PROPRIETARY,20,N
ACUITY SPECIALTY HOSPITAL OF ARIZONA AT SUN CITY,13818 NORTH THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,NOT AVAILABLE,(623) 977-1325,LONG TERM CARE,CLOSED,-999,MARICOPA,USA,33.609040406,-112.298460827,http://www.azdhs.gov/als/databases/,NOT AVAILABLE,NOT AVAILABLE,-999,N
LIFECARE HOSPITALS OF PITTSBURGH - MONROEVILLE,2380 MCGINLEY ROAD,MONROEVILLE,PA,15146,NOT AVAILABLE,(412) 856-2400,LONG TERM CARE,CLOSED,87,ALLEGHENY,USA,40.424853001,-79.745749999,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,http://www.lifecare-hospitals.com/hospital.php?id=8,PROPRIETARY,87,N
SPECIAL CARE HOSPITAL,128 WEST WASHINGTON STREET,NANTICOKE,PA,18634,NOT AVAILABLE,(570) 735-5000,LONG TERM CARE,CLOSED,67,LUZERNE,USA,41.195040001,-76.004123999,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=909,http://www.specialcarehospital.net,PROPRIETARY,67,N
SELECT SPECIALTY HOSPITAL - GROSSE POINTE,"468 CADIEUX RD, 3 NORTHEAST",GROSSE POINTE,MI,48230,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,CLOSED,30,WAYNE,USA,42.384037982,-82.914793934,"http://www.michigan.gov/lara/0,4601,7-154-35299_63294_63302---,00.html",http://www.selectspecialtyhospitals.com/company/locations/grossep ointe.aspx,PROPRIETARY,30,N
KENTFIELD HOSPITAL SAN FRANCISCO,450 STANYAN ST.,SAN FRANCISCO,CA,94117,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,60,SAN FRANCISCO,USA,37.774038791,-122.454030039,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://www.kentfieldsanfrancisco.com/,PROPRIETARY,60,N
HEALTHSOUTH REHABILITATION HOSPITAL OF MODESTO,1303 MABLE AVE,MODESTO,CA,95355,NOT AVAILABLE,NOT AVAILABLE,LONG TERM CARE,OPEN,50,STANISLAUS,USA,37.697027732,-120.975785321,http://www.oshpd.ca.gov/HID/Facility-Listing.html,http://healthsouthmodesto.com/,PROPRIETARY,50,N
COLER-GOLDWATER SPECIALTY HOSPITAL & NURSING FACILITY - COLER HOSPITAL SITE,900 MAIN STREET ROOSEVELT ISLAND,NEW YORK,NY,10044,NOT AVAILABLE,(212) 848-6000,LONG TERM CARE,CLOSED,210,NEW YORK,USA,40.770302143,-73.942143877,https://profiles.health.ny.gov/hospital/county_or_region/,http://www.nychealthandhospitals.org/coler/,GOVERNMENT - LOCAL,210,N
METHODIST EXTENDED CARE HOSPITAL,225 SOUTH CLAYBROOK,MEMPHIS,TN,38104,NOT AVAILABLE,(901) 516-2152,LONG TERM CARE,CLOSED,36,SHELBY,USA,35.135149539,-90.01835992,http://tnmap.state.tn.us/portal/metadata.asp,http://www.methodisthealth.org/locations/methodist-extended-care-hospital,NON-PROFIT,36,Y
